,Unnamed: 0,字段,标题
405,,09:31,中芯国际A股跌超2.5%，上交所将中芯国际调出沪股通指数样本，保持沪股通标的和沪股通指数样本的一致性。
404,,09:33,港股医药外包概念股走强，康龙化成涨近4%，金斯瑞生物科技涨3.3%，药明生物涨2.25%。
403,,09:33,【宁德时代概念、锂电设备股开盘冲高】福能东方拉升涨近15%，赢合科技、利元亨、先导智能、华自科技、星云股份等冲高。
402,,09:34,恒大概念股跳水，恒大汽车跌4.33%，恒大物业跌2.6%，中国恒大跌1.55%。
401,,09:36,【半导体芯片股开盘走低】富满电子跌近8%，芯海科技、新莱应材、明微电子、康强电子、芯源微、兆易创新等跌超5%。
400,,09:37,铁矿石主力合约日内跌幅扩大至4.00%，现报815.5元/吨。
397,,09:41,锂电池板块开盘拉升，兆新股份再度涨停，科恒股份涨超12%，宁德时代涨超2%，科信技术、长远锂科跟涨。
399,,09:41,【国务院联防联控机制发布“戴口罩指引”新要求：人员密集的室外场所也需戴口罩】国务院联防联控机制今天发布新版的《公众和重点职业人群戴口罩指引（2021年8月版）》，对普通公众来说，除了在密闭场所需要戴口罩外，当处于人员密集的露天广场、剧场和公园等室外场所时，也需要佩戴口罩。
398,,09:41,【军工板块早盘走强】长鹰信质涨停，国瑞科技涨逾17%，新研股份、中国船舶、久之洋、西宁特钢等涨幅居前。
396,,09:43,港股短视频概念股普跌，快手跌近3%，中国有赞跌2%，映客与微盟集团跌超1.6%。人民日报谈直播乱象危害未成年人。
395,,09:44,数字货币板块开盘下挫，赢时胜跌超8%，古鳌科技、芯原股份、楚天龙跟跌。
394,,09:44,市场消息：卡塔尔提供al-Shaheen原油和卡塔尔陆地原油供10月装载。
393,,09:45,【首批滞留张家界游客开始返程】13日，滞留湖南省张家界市的游客开始返程，首批返程游客为440人。据张家界市有关部门介绍，这些游客符合在隔离酒店集中隔离满14天，隔离期间未出现发热、干咳等新冠肺炎症状且5次核酸检测结果均为阴性，没有密切接触史和次密切接触史等条件。游客返程前，张家界市与游客所在地进行了精准对接。其他游客也将在符合解除隔离条件后陆续返程。
392,,09:45,【航运概念拉升走高】航运概念拉升走高，中远海控涨逾2%，中远海特涨超5%，珠海港、中远海发跟涨。
391,,09:45,三星电子在韩国上涨3%。稍早消息，三星电子副会长李在镕获假释出狱。
390,,09:47,【华测导航：自动驾驶项目预计明年出货】华测导航乘用车自动驾驶项目取得新进展，公司已经成为哪吒汽车和浙江省某车企的自动驾驶位置单元业务定点供应商。公司相关负责人表示，上述项目周期为2021年至2026年，目前处于量产前的开发阶段，预计明年开始出货。
389,,09:48,A股储能板块开盘回调，永福股份跌超12%，科华数据逼近跌停，百川股份、盛弘股份、英维克、锦浪科技等跌超5%。
388,,09:48,厦门两小区解除封控，厦门市全域均为低风险地区。（北京日报）
387,,09:50,【我国首个光伏储能实证实验平台科研功能全面启动】近日，大庆新能源科技研发中心正式揭牌成立，并发布首批“揭榜挂帅”科研课题，组织业内专家召开了光伏储能行业技术研讨会，并对技术问题进行选题讨论，更好地组织科技研发方向，这标志着国家首个光伏、储能实证实验平台的科研功能全面启动。
386,,09:51,【国务院联防联控机制防护指南：增加棋牌室等10类重点场所、提高工作人员防护级别】 国务院联防联控机制发布《重点场所重点单位重点人群新冠肺炎疫情常态化防控相关防护指南（2021年8月版）》。在重点场所和重点单位方面，增加了对码头、口岸、棋牌室（麻将馆）、游船（观光船）、剧场等10类场所和单位的卫生防护要求。在重点人群方面，增加了机场保洁人员、境外和境内航班保洁人员、机场司机、机场公安辅警等10类重点人群的卫生防护要求。
385,,09:54,【科顺股份：与恒大地产的业务合作无逾期应收情况】科顺股份在互动平台表示，公司自2017年起与恒大地产的业务合作非常少，也无逾期应收情况。
384,,09:55,【盐湖提锂概念股早盘继续走强】西藏矿业、东华科技涨停，西藏城投、蓝晓科技、久吾高科、西藏珠峰等大幅走高。
383,,09:56,【国家邮政局：1-7月邮政行业业务收入累计完成7145.3亿元 同比增长20.9%】国家邮政局数据显示，1-7月，邮政行业业务收入（不包括邮政储蓄银行直接营业收入）累计完成7145.3亿元，同比增长20.9%；业务总量累计完成7513.9亿元，同比增长32.5%。7月份，全行业业务收入完成1001.4亿元，同比增长13.6%；业务总量完成1089.1亿元，同比增长22.7%。
382,,09:56,A股三大股指均翻红，船舶制造、航运、医疗服务等板块涨幅居前。
381,,09:57,【中国联通携手中兴通讯和联发科技完成时频双聚合商用验证】近日，中国联通集团研究院和辽宁分公司携手中兴通讯和MediaTek联发科技，在大连成功完成了时频双聚合方案（FAST）的商用验证，网络性能提升效果显著。 该方案深化“3.5GHz+2.1GHz”双频战略，是3GPP R16上行载波聚合特性的首次验证，对促进R16产业链的成熟有重要的推进作用。
380,,09:59,恒大地产债券大跌，“19恒大01”跌超19%，“19恒大02”跌超15%。
379,,10:00,【开盘半小时 沪深两市成交额达3804亿元】开盘半小时，沪深两市成交额达3801亿元。
378,,10:02,钢铁板块持续走高，西宁特钢涨超8%，久立特材、安阳钢铁、山东钢铁跟涨。
377,,10:07,【理想汽车港股跌幅扩大超3%】 理想汽车港股跌幅扩大至3.25%，现报113.2港元。
375,,10:10,港股贵金属板块造好，中国黄金国际涨超11%，港银控股涨超5%，中国白银集团涨4.9%，潼关黄金涨4%。
376,,10:10,宁德时代持续走高，涨幅扩大至4%，此前一度跌超4%，中信证券指宁德时代定增募资夯实全球龙头地位。
374,,10:11,【7月中国运输生产指数发布 货运指数增速放缓】 8月13日，交通运输部科学研究院发布了7月中国运输生产指数CTSI。受极端天气、疫情多点散发等因素叠加影响，7月CTSI指数短期内波动较为明显，总体呈现“货运增速放缓、客运低位运行”的特点。7月，中国运输生产指数CTSI为170.6点，同比增长8.7%，比2019年同期下降3.4%。（央视新闻）
372,,10:12,锂电池早盘持续拉升，道氏技术、蓝晓科技、福能东方、川能动力、西藏矿业多股涨停或涨幅超10%，盐湖股份盘中涨超6%，宁德时代拉升涨超4%。
371,,10:12,【中国台湾芯片产业二季度收入飙升32% 至333亿美元】中国台湾半导体产业协会周五发布新闻稿称，3-6月份晶圆代工收入同比增长19%至154亿美元，推动IC制造业增长24%至179亿美元。芯片设计收入飙升63%至109亿美元，封装收入增长12%至34亿美元，测试收入增长13%至17亿美元。该行业组织把2021年总体行业收入预测上调至1358亿美元；之前预测为1285亿美元。
373,,10:12,【创业板指涨逾1% 宁德时代涨逾5%】指数分化，创业板指拉升涨逾1%，沪指跌0.03%，深成指涨0.28%，宁德时代涨逾5%。
370,,10:16,【天津近400家校外培训机构停止暑期学科类培训】记者从市教委获悉，天津市按照相关要求，多措并举对校外培训机构进行治理。目前，全市已有近400家机构停止了暑期义务教育学科类培训。“我们将严肃查处校外培训机构继续销售‘占用国家法定节假日、休息日及寒暑假期面向义务教育阶段学生的学科类培训课程’的行为。”市教委副主任孙惠玲表示。（天津日报）
369,,10:17,【中欧班列7月份开行1352列 连续15个月单月开行千列以上】从中国国家铁路集团有限公司获悉，7月份，中欧班列运营品质持续提升，全月开行1352列、运送货物13.1万标准箱，同比分别增长8%、15%。中欧班列自2020年5月起连续15个月单月开行千列以上，自今年5月以来连续3个月单月开行超1300列，有力保障了国际产业链供应链稳定畅通。
368,,10:18,盐湖股份开盘后持续拉升，现涨超7%，成交额超80亿，该股昨日涨停。
367,,10:19,市场消息：美国与加拿大和德国讨论了减少在阿富汗喀布尔民众的问题。
366,,10:19,【沪深两市成交额突破5000亿元】截至目前，沪深两市成交额突破5000亿元，其中沪市成交额1987亿元，深市成交额3030亿元。
365,,10:20,日本首相菅义伟：日本西部将迎来暴雨，目前处于最高警戒状态。
364,,10:22,【三亚旅游暑期按“暂停键” 业界审慎乐观等待好转】受中国境内新一轮疫情影响，原本处于火热状态的三亚暑期旅游按下了“暂停键”。当地业界人士冷静应对，以审慎乐观心态等待市场好转。“8月以来，很多景区接待游客数跌去了九成，每天只有几百人。”三亚旅文集团、天涯海角旅游发展有限公司董事长郑聪辉说，景区每日访客量仅有两三百人“有点出乎意料”，这意味着三亚一段时间以来基本没有外来游客。不过景区早已启动疫情防控、节省开支的应急预案，持续开门迎客。（中新网）
363,,10:22,证券板块短线拉升，国联证券涨超4%，华西证券、东方财富、湘财股份跟涨。
362,,10:23,8月13日，华为技术有限公司“车辆涉水处理方法、装置及车辆”专利获授权，公开号为CN109147367B。
361,,10:24,【即日起广州强化入境人员健康管理策略，集中隔离期满后进行7天居家隔离】今天上午，广州市疫情防控新闻发布会上，市卫生健康委副主任、新闻发言人陈斌介绍，广州市即日起强化入境返穗人员健康管理策略，所有从外国入境14天集中隔离期满回到广州的人员，从原来实行的“7天居家健康监测”调整为“7天居家隔离管理”，也就是后面的7天要足不出户。（广州日报）
360,,10:25,【朱丽红：实现碳达峰、碳中和需要碳排放权期货支持】广州期货交易所党委副书记、总经理朱丽红表示，实现碳达峰、碳中和，是我国实现可持续发展、高质量发展的内在要求，也是推动构建人类命运共同体的必然选择。广期所携绿色低碳基因诞生，按照证监会贯彻落实党中央国务院决策部署的总体安排，正在加快建设碳排放权期货市场，积极推进品种研发工作。
359,,10:26,【消息称招商局创投已战略入股自动驾驶公司轻舟智航】据消息人士透露，招商局集团CVC招商局创投战略投资自动驾驶通用方案公司轻舟智航，这笔投资已在2021年年初完成。(36氪)
358,,10:26,【贾康：新能源未来基本模式应是智能电网加分布式能源】8月12日，华夏新供给经济学研究院院长贾康在嘉实基金秋季投资策略峰会上表示，新能源未来的基本模式应该是智能电网加分布式能源，就是不光有集中式的大规模的光电、风电，还要有越来越多的分布式光电、风电。有智能电网支撑条件来匹配，就可以看到共享经济的远景。
357,,10:27,【塔利班逼近阿富汗首都喀布尔，美军突然宣布向阿富汗增派3000兵力】在美国即将完成从阿富汗撤军的行动之际，美军又决定向阿富汗派遣3000人的部队，以协助美国大使馆人员等撤离阿富汗。 美国“军事”网站8月12日报道称，美国将向阿富汗增派数千名士兵协助美国驻喀布尔大使馆的部分人员撤离，塔利班的快速推进已让阿富汗首都处于危险之中。（新华国际）
356,,10:29,【法律将规范APP收集个人信息】今天上午，全国人大常委会法制工作委员会举行记者会，发言人臧铁伟就将于8月13日召开的全国人大常委会介绍相关立法工作有关情况并回答记者提问。臧铁伟介绍，将提请常委会审议的个人信息保护法草案三审稿进一步完善个人信息处理规则，特别是对应用程序（APP）过度收集个人信息、“大数据杀熟”等作出有针对性规范。同时，将不满十四周岁未成年人的个人信息作为敏感个人信息，并要求个人信息处理者对此制定专门的个人信息处理规则。（人民法院报）
355,,10:32,【乐普医疗：公司新冠核酸检测试剂盒 可有效涵盖突变株】乐普医疗在互动平台表示，公司将新冠变异株与公司新冠核酸检测试剂产品的检测位点进行了比对分析，本公司新冠核酸检测试剂盒，可有效涵盖突变株。
354,,10:32,【马斯克嘲讽贝佐斯：耍嘴皮有用，你早就去冥王星了】特斯拉兼SpaceX首席执行官埃隆·马斯克周四发推嘲讽亚马逊创始人杰夫·贝佐斯和他的蓝色起源公司，称“如果游说和律师能让你进入轨道，贝佐斯早就在冥王星上了。”马斯克还对另一位推特用户的观点表示赞同，这位用户指出，如果蓝色起源花时间研发火箭，而不是抗议美国国家航空航天局将载人着陆系统合同授予特斯拉的决定，它的“新格伦”运载火箭现在应该已经进入轨道了。
353,,10:33,广州已有1320万人完成新冠病毒疫苗全程接种，覆盖率70.7%。（央视新闻）
352,,10:34,【银行间隔夜回购利率明显上扬 重返2.1%上方】银行间隔夜回购加权平均利率早盘大幅走高，重返2.1%上方（昨日收在2%下方）。截至10:30，DR001报2.1688%，较上日走高逾22bp；DR007报2.1784%，走高近6bp。
350,,10:35,【南京累计本土出院病例36例 新增1例确诊在集中隔离点发现】南京市卫健委副主任丁小平：8月12日0-24时，我市新增1例本土新冠肺炎确诊病例（轻型，该病例在集中隔离点发现，是之前确诊病例的家人），没有新增的无症状感染者。经专家评估，有5名确诊患者达到出院标准，今天将转至定点医院康复。截至8月12日24时，本轮疫情累计报告本土确诊病例235例。累计出院36例。
351,,10:35,安徽和县一人隐瞒张家界旅居史，被行拘7日。（央视）
349,,10:36,【南京3个中风险地区降为低风险】南京市卫健委副主任丁小平：经疫情防控专家组评估，自2021年8月13日起，我市部分区域疫情风险等级进行了调整：江宁区横溪街道许呈社区小呈自然村，东山街道岔路社区绿城深蓝小区，麒麟街道麒麟门社区麒西路95号由中风险地区调整为低风险地区。其他地区风险等级不变。
348,,10:37,【塔牌集团：部分子公司的光伏发电项目已开始动工建设】 塔牌集团在互动平台表示，光伏发电储能一体化项目正在紧锣密鼓推进中，目前已完成光伏发电部分设计方案和大部分组件招投标工作，部分子公司的光伏发电项目已开始动工建设。
347,,10:37,南京市卫健委副主任丁小平：截至目前，我市还有199例本土确诊病例在南京市公共卫生医疗中心治疗，其中45例为轻型，154例为普通型，目前所有患者病情平稳。
346,,10:38,【诚志股份：本次南京疫情对公司生产无影响】 诚志股份在投资者互动平台表示，本轮南京疫情公司所处区域（六合区）未检测出阳性病例，同时公司应对疫情的各项预案完备，疫情突发时公司就及时地启动了预案中的各项应对措施，所以本次疫情对公司生产无影响。
345,,10:38,【盐湖股份涨逾4% 成交额突破百亿元】8月13日早盘，盐湖股份再度走强，截至发稿涨逾4%，成交额突破百亿元。
344,,10:39,【生意社：碳酸锂价格继续上涨 短期可能继续看涨】据生意社数据监测：本周工业级和电池级碳酸锂价格持续月初的上涨走势。生意社碳酸锂分析师认为，目前碳酸锂市场上游原料端锂辉石价格高位，而下游需求迅猛，使得碳酸锂呈现供应紧张的态势。再加之三季度后青海地区盐湖产量会相对减少，对碳酸锂价格更有提振作用，预计短期碳酸锂价格可能持续看涨。
343,,10:40,高盛首次给予理想汽车目标价240港元，纳入确信买入名单。
342,,10:40,【市场分析：即便减码美联储也将继续购债 美债收益率或继续走低】目前美债收益率处于低位是因为美联储仍在购买大量美国国债，并将继续这样做。美联储新增每月购买1200亿美元的政府和抵押贷款支持债券。后面可能会逐渐减少到1000亿美元，800亿美元，600亿美元等。但这也都不是小数目。更重要的是，美联储现在持有5.3万亿美元政府债券，相当于市场总量的四分之一，均为纪录高点，而且它不会卖出。另一方面，一个健康的住房市场可能会促使决策者减少购买抵押贷款支持证券，而只购买政府债券。如此一来，美债收益率可能仍将走低。
341,,10:40,稀土永磁板块活跃，大洋电机涨停，科恒股份涨超11%，银河磁体、大地熊、北方稀土等跟涨。
340,,10:43,【荣耀赵明：线下销量占比已近70% 要从苹果手中抢回高端份额】荣耀CEO赵明在发布会上透露，三个月时间荣耀已从市场份额历史最低点的3%，跃升至7月底的14.6%，成为中国前三的手机品牌。在渠道方面，他透露目前荣耀的 线下销售占比已接近70%，随着荣耀50系列和Magic3系列的推出，荣耀的渠道建设速度会前所未有的加快。赵明表示，未来荣耀就是要与苹果竞争，做出比肩苹果、超越苹果的产品，从苹果手中抢回属于荣耀的高端市场份额。
339,,10:43,【广州天河林和街、石牌街实行全员核酸检测】广州市天河区政府副区长谢长林通报，天河区正加快组织核酸筛查。划定华庭路以南、华升街以北、天河东路以西、林和东路以东区域为重点管控区，已于8月12日24时前完成全员核酸检测，完成采样23341份，已出检测结果均为阴性。同时，适度扩大核酸检测排查范围，林和街、石牌街实行全员核酸检测，截至今日9时，完成采样142050份，已出检测结果均为阴性，今天16时前全部完成核酸检测。（央视新闻）
338,,10:45,港股腾讯控股小幅跳水，现跌幅扩大至3%，报467.4港元。
337,,10:48,【三星掌门人李在镕假释出狱 释放后仍无法返回三星经营岗位】当地时间8月13日上午，韩国三星掌门人、三星电子副会长李在镕获假释出狱。从今年二审重审判决后，李在镕已被羁押207天。由于此次是假释而非特赦，他被释放后仍无法返回三星经营岗位。  （中国日报）
336,,10:49,【“新债王”冈拉克：通胀高得令人不安 官方数据低估了问题】冈拉克再次敲响通胀警报。他在推特上称，美国物价上涨速度令人担忧，官方数据低估了涨幅。“当谈到通胀指标时，我将基准（指标）持续超过4%定义为令人不安的‘上升’。”“现在，我们的CPI已经连续第二个月同比上涨5.4%。”
335,,10:51,中芯国际A股跌幅扩大至5％，中芯国际港股跌近5％，此前被调出沪股通指数样本。
334,,10:52,【墨西哥央行上调基准利率至4.5%】 墨西哥央行8月12日宣布，将基准利率提高0.25个百分点至4.5%。这是墨西哥今年内第二次加息。该行同时将该国今年通胀率预测值自4.8%上调至5.7%。墨央行当天发布公告说，这主要受全球通胀上升、供应链受阻和部分商品及服务活动受限等因素影响。墨西哥是拉美第二大经济体。2020年该国GDP下滑超过8%，是近90年来最严重的经济萎缩。（央视新闻）
333,,10:53,【人口与计划生育法修正草案将于下周提请审议，草案围绕三孩生育政策实施等进行了修改】今年5月，中央政治局会议审议通过的《关于优化生育政策促进人口长期均衡发展的决定》提出，实施一对夫妻可以生育三个子女政策及配套支持措施。为贯彻落实党中央决策部署，国家卫生健康委、发展改革委起草了人口与计划生育法修正草案，由国务院提请全国人大常委会审议。修正草案立足优化生育政策、促进人口长期均衡发展，重点围绕实施三孩生育政策、取消社会抚养费等制约措施、配套实施积极生育支持措施进行了修改。（央视新闻）
331,,10:55,宁德时代成交额已突破100亿元，此前历史天量为今年5月28日创造的113.5亿元。
332,,10:55,【广州市民今起可预约接种三针剂疫苗】13日，广州召开疫情防控新闻发布会。广州市卫健局新闻发言人陈斌介绍，“根据省疫苗分配计划，从今天开始，市民朋友即可在各区接种点预约接种重组新冠病毒疫苗（CHO细胞），也就是大家通常说的三针剂疫苗。重组疫苗与灭活疫苗一样，均具有较好的免疫原性和安全性，尚未接种的18岁及以上市民可放心选择。（南方日报）
330,,10:58,【钢铁板块走强】安阳钢铁封板，久立特材、西宁特钢此前涨停，山东钢铁、凌钢股份、重庆钢铁、八一钢铁等跟涨。
329,,10:59,三胎概念短线快速拉升， 爱婴室、江南高纤、延江股份、海伦钢琴集体上扬。
328,,11:01,市场消息：在实行任何减税措施之前，印度方面想要知道特斯拉的采购计划和路线图。
327,,11:04,【宁德时代回应582亿融资：融资量并没有想象那么大】宁德时代表示，融资主要是为了长期规划，按监管规定定增最高可以到30%，而此次582亿按市值计算占比不到6%。此次定增面向不超过35名特定对象，并不存在大家认为的会对市场造成冲击。 (第一财经)
326,,11:06,【南京新冠诊疗方案中药品诊疗由医保支付】在前期确定向全市157家定点医疗机构拨付预付金12.39亿元基础上，向定点收治医院南京市第二医院等4家定点医疗机构再拨付预付金1.14亿元，以支持新冠肺炎救治等工作。对新冠肺炎诊疗方案中的药品、诊疗服务项目等，全部临时纳入医保基金支付范围；同时，对定点医疗机构诊疗新冠肺炎所发生的医疗费用单列按时结算。
325,,11:06,摩根士丹利：相信印度央行将在2021年保持利率不变，并在明年1-3月份开始政策正常化。
324,,11:08,【人口与计划生育法修正草案提出了几方面积极生育支持措施】全国人大常委会法工委发言人臧铁伟表示，修正草案主要提出了如下几方面积极生育支持措施：一是，国家采取支持措施，减轻家庭生育、养育、教育负担。二是，要求医疗卫生机构开展围孕期、孕产期保健服务，加强对婴幼儿照护的支持和指导。三是，推动建立普惠托育服务体系，提高婴幼儿家庭获得服务的可及性和公平性，规范托育服务。四是，支持有条件的地方探索设立父母育儿假。五是，在居住社区建设婴幼儿活动场所及配套服务设施，在公共场所、工作场所按规定配置母婴设施。（央视新闻）
323,,11:09,【贵州国台酒业回应“前女员自曝酒后遭同事性侵”：积极配合调查】针对有媒体报道“贵州一酒企前女员工自曝7月11日晚间酒后遭同事性侵”一事，8月13日，贵州国台酒业股份有限公司微信公众号发布声明称，截至目前，公司虽未接到任何执法机关的相关信息，但对此事件高度重视，态度鲜明，根据相关执法机关的需要，将随时依法积极配合调查工作，同时密切关注事件进展，一切以执法机关调查结果为准，并及时全面向社会公开反馈。
322,,11:12,美国食品药品监督管理局（FDA）：对某些免疫功能低下的人批准接种额外的疫苗。
321,,11:13,【郑州市138名感染者已全部完成流调】据郑州发布：郑州市138名感染者已全部完成流调，共追踪密接2515人、次密接8048人。 下一步，郑州市仍要坚持数据“战疫”与人工“赛跑”并重，创新运用“大数据+网格化”排查手段，按照尽快再快、限时完成、清仓见底要求，对密接、次密接、重点人员以及中高风险地区来郑人员做到查清人数、查清人头、查清位置、查清轨迹，实现人员排查无盲点、核酸检测零遗漏、管控措施全覆盖。
320,,11:15,港股纸业股普涨，玖龙纸业涨4.6%，晨鸣纸业与理文造纸涨1.5%，阳光纸业涨1.14%。
319,,11:17,【生猪产能恢复正常 上半年湖南省地方猪产业产值增加100亿元】据湖南日报8月13日消息，随着一大批新增产能项目投产，湖南生猪产能已恢复到正常年份水平，规模养殖比重提升，产业结构不断优化。
318,,11:18,【东鹏饮料盘中跌超5%】东鹏饮料盘中大跌5.65%，现报199.12元，近三个交易日跌幅近15%。
317,,11:18,【民航局再向国航两航班发出熔断指令，涉及迪拜至北京航线】 8月12日，民航局向国航CA180 航班（马尼拉至北京）和CA942航班（迪拜至北京）发出熔断指令。根据通报，8月3日入境的国航CA180 航班（马尼拉至北京）确诊新冠肺炎旅客7例。鉴于该航班在限制措施执行前再次触发熔断，自9月6日起，继续暂停该航班运行2周。8月6日入境的国航CA942航班（迪拜至北京）确诊新冠肺炎旅客7例。自8月12日起，暂停该航班运行2周。熔断的航班量均不得用于其他航线。
315,,11:19,【郑州市对机场、海关、冷链物流、中高风险区域人员流动实行全链条闭环管理】郑州市对机场、海关、冷链物流、中高风险区域人员流动实行全链条闭环管理，扎紧扎牢“四个口袋”。同时，坚持非必要不离郑，严把离郑道路卡口，严查两项证明，确保疫情不扩散、不溢出。
316,,11:19,【南京一幼师确诊】根据省卫健委8月13日发布，2021年8月12日0-24时，南京市新增新型冠状病毒肺炎本土确诊病例1例，轻型，无新增无症状感染者。新增出院病例5例。 7月20日以来，我市共报告本土确诊病例235例，累计出院36例。 目前，在定点医院隔离治疗的确诊病例199例（轻型45例，普通型154例）。
314,,11:20,【广西：统筹超1000亿元财政资金支持重大交通设施建设】广西自治区政府办公厅近日印发《关于加快建设交通强区构建现代综合交通运输体系若干政策措施》的通知，到2025年，力争基本建成“全国前列、西部领先”的“交通大省”。统筹整合自治区本级财政资金1000亿元以上，支持铁路、公路、水路、民航等重大交通基础设施建设，积极培育西部陆海新通道班列、远洋航线、民航客货运输航线等。鼓励各市加强财政资金保障，多举措筹集交通基础设施建设资金；加大交通企业直接融资支持力度，拓宽交通企业投融资渠道。
313,,11:23,【郑州：重点人群第一轮核酸检测检出阳性9例 第二轮检测尚未有异常结果】据8月13日河南省郑州市新冠肺炎疫情防控新闻发布会通报，郑州市第一轮重点人群核酸检测已全部完成，共检测696344人，检出阳性9例。截至8月12日24时，重点人群第二轮核酸检测累计采样607140人，检测544737人，尚未检出异常结果。
312,,11:25,【沪深两市成交额突破8000亿元】截至目前，沪深两市成交额突破8000亿元，其中沪市成交额3251亿元，深市成交额4755亿元。
311,,11:26,【入境返穗确诊者感染德尔塔毒株 ，郑某及其密接所在区域街道全员核酸筛查防外溢】广州市疾病预防控制中心副主任、新闻发言人张周斌表示，此次疫情是入境人员解除集中隔离后，在居家健康监测期间发现新冠病毒核酸检测阳性。对12日报告的确诊病例病毒基因测序结果表明，病毒为德尔塔变异毒株。在疫情处置措施上，采用了在今年5月至6月期间应对国内首起德尔塔变异毒株本土疫情过程中积累和总结的“围追堵截”防控策略。（广州日报）
310,,11:29,隔夜shibor报2.1760%，上涨23.6个基点；7天shibor报2.1970%，上涨4.7个基点；3个月shibor报2.3590%，下跌0.1个基点。
309,,11:31,"上证综指连续二天走低，午盘收跌0.25%，报3515.76点。 贵州茅台对指数下跌贡献最大，下跌0.6%。 华正新材跌幅最大，下跌10.0%。午盘交易中，1,638支股票中955支下跌，593支上涨；所有类股均走低，以工业股为首。"
308,,11:32,"【午评：指数冲高回落，沪指跌0.25%，半导体板块全线回调；无惧宁德时代天量定增，锂电池产业链集体大涨】

今日早盘，三大指数开盘后集体冲高，盘中回落转跌，截至午盘，上证指数跌0.25%，深证成指跌0.57%，创业板指跌0.56%；两市个股跌多涨少，近2400只个股下跌；两市半日成交额超8000亿。

盘面上看，无惧宁德时代天量定增，锂电池产业链集体大涨，不过临近午盘前涨幅有所收窄，西藏矿业、方大炭素等多股涨停，科恒股份、融捷股份等集体走高。宁德时代一度涨超5%，盘中回落午盘收涨0.79%。"
307,,11:34,A股午间休盘，三大指数集体下跌，沪指跌0.25%，深成指跌0.57%，创业板指跌0.56%；北向资金净流出超3亿元。
306,,11:37,【防控措施落实不到位 郑州对16家医疗机构责令停业整改】 据8月13日郑州市新冠肺炎疫情防控新闻发布会通报，本次疫情发生后，郑州卫生执法部门对全市医疗机构疫情防控、第三方核酸检测机构生物安全等开展专项执法检查。截至目前，共抽查各级各类医疗机构1318家次、第三方核酸检测机构24家。针对发现的问题，当场下达卫生监督意见书，责令立即整改。对16家防控措施落实不到位的医疗机构，责令停业整改，对1家存在违法行为的医疗机构立案查处。（央视新闻）
305,,11:37,【印度方面希望在实行减税措施之前了解特斯拉的采购计划】特斯拉今年7月致信印度总理莫迪政府，要求将电动汽车进口关税从目前的60%-100%降至40%。该公司还要求取消10%的社会福利附加税。这项附加税征收于所有进口汽车，用于资助医疗和教育项目。一位知情人士说，印度已要求特斯拉在政府考虑其要求之前，增加在当地的采购并分享详细的生产计划。该知情人士称，印度相关部门询问了特斯拉对进口整车与部分整车的想法（后者的进口税较低）。特斯拉未对此置评。
304,,11:38,【野村证券：维持中国移动买入评级 目标价升3%至67港元】野村证券发布研究报告称，维持中国移动“买入”评级，目标价由65港元升至67港元，将2021-23年收入预测上调3.1%至8%，并将纯利预测上调5.9%至14%。
303,,11:40,中信证券：将工业富联评级上调至买进，目标价18元。
302,,11:40,【扬州：目前共有高风险地区9个 中风险地区27个】今日，扬州市卫生健康委员会副主任王劲松介绍：2021年8月12日，扬州市对相近风险区域合并，对扬州市区域风险等级重新划定，截至目前，扬州市共有高风险地区9个，中风险地区27个。
301,,11:43,【扬州市第七轮大规模核酸检测已检出阳性6例】 扬州市举行的疫情防控发布会上，扬州市卫健委副主任王劲松介绍，8月12日13时起，扬州市开展了主城区第七轮大规模核酸检测，共设置采样点812个，抽调采样人员5726人，其中市外支援3000人。截至8月12日24时，累计采样144.935万人，完成检测38.543万人，当日大规模筛查检出阳性6例。（人民日报）
300,,11:50,印度新冠肺炎确诊病例累计达3211万例；死亡病例累计达430254例。
299,,11:52,【全国人大拟修法明确：家庭教育指导服务机构不得组织或者变相组织营利性教育培训】全国人大常委会法工委发言人臧铁伟今日表示，当前，全国人大常委会正在推进家庭教育法制定工作，根据中央有关文件精神，草案二审稿进一步作出有针对性规定：一是，家庭教育指导服务机构开展家庭教育指导服务活动，不得组织或者变相组织营利性教育培训。二是，将公民、法人和非法人组织依法设立的家庭教育服务机构明确为“非营利性家庭教育服务机构”。三是，对家庭教育服务机构超出许可业务范围的行为规定了处罚。
298,,11:57,【午间公告：节能铁汉中标3.14亿元合肥园博园景观绿化工程项目】节能铁汉公告，公司为“合肥园博园景观绿化工程-2标段”的中标单位，中标金额为3.14亿元。
297,,11:59,【嘉实基金姚志鹏：“宁组合”是动态演变的过程】 8月12日，嘉实基金成长风格投资总监姚志鹏在秋季投资策略峰会上表示，未来人工智能对各行各业结合之后，对生产率带来的影响至关重要。“宁组合”现在可能强调硬科技，未来一定会纳入软件，是动态演变的过程。（证券时报）
295,,12:01,【英伟达回应“数字假人”:只有14秒，主旨演讲不可能缺少真人】 8月12日，有媒体爆料称，英伟达3个月前举办的GTC线上峰会上，观众所看到的主旨演讲并非CEO黄仁勋本人，而是一个通过技术合成的“数字假人” 。英伟达发言人对《棱镜》确认，黄仁勋的主旨演讲视频总长度1小时48分钟，绝大多数为真人出镜，只有14秒为了展示3D仿真模拟平台的技术，而让虚拟的黄仁勋代为出场。该发言人表示，一个主旨演讲不可能缺少一个有血有肉的人，只有1:02:41-1:02:55的14秒为合成的虚拟人。
