,Unnamed: 0,字段,标题
474,,13:11,【彩讯股份战略投资微信支付生态企业深圳微云信众】深圳上市公司彩讯股份新增对外投资企业深圳市微云信众技术有限公司，持股比例达37.5%，注册资本增加至1600万元人民币。深圳市微云信众技术有限公司，成立于2013年，注册资本500万，专注于银行与运营商领域内的一家专业科技营销服务公司，与中国移动、中国电信、中国联通等建立了战略级的合作关系。通过微信支付以及线上、线下的KA商户合作，承载银行在微信支付渠道的拉新，拉活相关业务。
473,,13:12,港股有色金属板块午后拉升。南方锰业涨13.7%，洛阳钼业涨6.5%，兴发铝业涨1.1%，中国铝业涨0.4%。
472,,13:12,【牧原股份午后涨停封板】牧原股份午后涨停封板，成交额超38亿元 。
471,,13:16,【谷歌月底将推出Pixel 5a 传搭载高通芯片】谷歌将于8月26日，在美国和日本开卖Pixel 5a中阶新机，预计售价450美元，或搭载高通Snapdragon 765G芯片。 (台湾电子时报)
470,,13:17,食品加工板块午后持续拉升，盐津铺子、金字火腿等多股涨停，三只松鼠涨超11%，恒顺醋业、天味食品跟涨。
469,,13:17,港股重机械板块走高，中联重科涨8.14%，昊天国际建投涨超5%，第一拖拉机股份涨超4%，三一国际涨超2%，兆邦基地产涨1.64%。
468,,13:17,家电股午后继续走强，新宝股份、小熊电器等多股涨停，科沃斯一度触板，石头科技、老板电器、九阳股份等跟随拉升。
467,,13:20,【SpaceX完成首笔公开收购，增强卫星网络覆盖能力】美国联邦通信委员会的文件显示，美国太空探索技术公司SpaceX已经完成了对卫星通信初创公司Swarm的收购。这可能是特斯拉成立21年以来，历史上的首次公开收购。在最新提交的申请中，Swarm要求将所有FCC许可证转让给SpaceX，因为它已经成为SpaceX的全资子公司。Swarm利用他们的纳米卫星为物联网设备提供低成本的数据计划，因此SpaceX的收购可能对双方客户都有利。（腾讯科技）
466,,13:23,杰富瑞：恢复跟踪中联重科，评级买进，目标价10.40港元。
465,,13:24,食品饮料板块午后掀涨停潮，仲景食品、品渥食品、立高食品、盐津铺子、洽洽食品、味知香、天味食品、李子园等十余股涨停或涨幅超10%，东鹏饮料、桃李面包、涪陵榨菜、海天味业等集体冲高。
464,,13:24,【东兴证券：蓝筹股有估值修复动力】东兴证券指出，低估值的周期蓝筹股有估值修复预期。周期蓝筹中，部分细分行业相对估值甚至低于2018年的低点，未来两年预测净利润增速均值超10%，且具备明显基本面改善预期，重点关注建筑（建筑施工、建筑装修）、建材（结构材料）、机械（工程机械）。
463,,13:25,南向资金净流入达50亿元。
462,,13:27,【芯片出厂价上涨一两成部分终端售价翻数倍】记者近日从接近三星的人士了解到，“三星芯片今年涨价幅度为10~20％。”由于原料、人力、运输等成本增加，部分芯片原厂有所涨价，但涨价幅度相对有限。而一些芯片原厂授权代理商也反映，由于原厂有严格的规定并定时抽查，会遵守原有的价格体系而不敢乱涨价。据多家车企反馈，有些芯片价格普遍上涨了5倍到20倍。尽管如此，依然“一芯难求”。(第一财经)
461,,13:28,【东京奥组委：新增28名奥运相关人员新冠病毒检测结果呈阳性】东京奥运会和残奥会组委会9日发布消息称，新增28名奥运相关人员新冠病毒检测结果呈阳性，运动员新增感染者连续4天为零。共同社称，奥运相关阳性者7月1日以来累计增至464人。其中，曾入住奥运村的有34人。阳性者中，居住在日本国内的有307人，居住在海外的为157人。来自海外的奥运相关入境者截至7日已超过4.2万人。（共同社）
460,,13:30,【网上传言比亚迪将收购上汽乘用车 上汽集团：不信谣、不传谣】8月5日有投资者向上汽集团提问，请问看到网上传言比亚迪将收购上汽乘用车，请问这是否属实？对此，上汽集团8月9日在投资者互动平台表示，不信谣、不传谣。
459,,13:32,港股酒精饮料板块涨幅居前，通天酒业涨7.69%，青岛啤酒股份涨5.12%，华润啤酒涨4.41%。
458,,13:34,【搜狗：私有化交易预期下半年完成】搜狗在财报中表示，私有化交易现在预期将在今年下半年完成。公告显示，2020年9月29日，搜狗宣布已与腾讯直接或间接全资子公司THL A21 Limited、TitanSupernova Limited和Tencent Mobility Limited签署最终的私有化协议。根据协议，TitanSupernova Limited将以全现金交易的方式与搜狗合并。合并完成后，搜狗将成为腾讯的间接全资子公司。
457,,13:36,【雷诺吉利拟组建合资公司？雷诺：'消息不准确'】据路透社报道，吉利和雷诺拟组建一家专注于混合动力生产的合资公司，可能由吉利控股，并将在未来开发纯电动汽车。新合资企业有望参考吉利2019年与戴姆勒成立的专注于电动汽车的合资企业，也就是利用合作伙伴的全球销售网络在中国制造并销售基于吉利技术的智能品牌电动汽车。不过有关合资公司的计划，雷诺回应称“消息不准确”，但没有透露进一步细节。（第一财经）
456,,13:36,台湾加权指数收盘下跌41.13点，跌幅0.23%，报17485.15点。
455,,13:38,沪指站上3500点，日内涨幅超1%，截至目前两市近3000家个股飘红，猪肉、白酒、食品加工等大消费板块涨幅居前。
454,,13:44,鸿蒙概念午后回暖，传智教育涨近7%，润和软件、拓维信息、新大陆跟涨。
453,,13:45,半导体设备龙头北方华创午后翻红，早盘一度触及跌停；富满电子、北京君正等汽车芯片龙头持续走高。
452,,13:45,港股内房股全线上涨，午后涨幅扩大；新城发展控股涨近10%，绿城中国涨8.64%，万科企业涨8.27%，中国奥园涨超7%，融创中国涨6.81%，中国恒大涨6.54%。
451,,13:46,瑞士7月季调后失业率3%，符合预期。
450,,13:50,沪深两市成交额连续第14个交易日突破1万亿元。
449,,13:52,数字货币板块持续拉升，卫士通此前涨停，东方国信、拉卡拉、信安世纪跟涨。
448,,13:54,【俄媒：一周内30多架外国飞机在俄边境侦察】据俄罗斯《红星报》9日消息，最近一周，共有33架外国侦察机和11架外国无人飞行器在俄罗斯边境周围进行侦察活动。俄方称，这些飞行都在俄罗斯雷达系统的监控范围之内。此外，为了阻止部分外国飞机侵犯俄罗斯领土，俄战机两次升空伴飞。
447,,13:56,【新疆绿电交易按月开市，预计每月可多消纳绿电1亿度】从新疆电力交易中心有限公司获悉，新疆电力市场自本月开始，每月按时组织绿电交易，持续扩大新能源消纳规模。当前新疆绿电交易需求旺盛，预计每月可多消纳绿电1亿度左右。（中新网）
446,,13:57,【重庆发布33条产业链关键重要技术需求清单 涵盖集成电路、智能家电等】从重庆市人民政府网获悉，近日，重庆市经济信息委联合市科技局研究制定并发布了《重庆市“十四五”时期重点发展的33条产业链关键重要技术需求》，对包括集成电路、新型显示、被动元件、计算机、智能手机、智能家电、新能源与智能网联汽车、个护美妆、特色食品等在内的33条产业链明确了关键重要技术需求。(央广网)
445,,13:58,【京东成立智能城市科技公司，注册资本1000万】天眼查App显示，8月6日，京东智能城市(无锡)科技有限公司成立，法定代表人为郑宇，注册资本为1000万，经营范围包括第一类增值电信业务；第二类增值电信业务；建设工程设计；计算机系统服务；软件开发；专业设计服务；动漫游戏开发等。股东信息显示，该公司由京东城市(南京)科技有限公司全资持股。
444,,14:01,德国6月未季调经常帐(亿欧元)：225，前值131，预期189。
443,,14:05,财经网站Forexlive评德国贸易数据：德国贸易状况温和回升，自疫情危机以来贸易状况恢复良好。经季节调整后，出口同比增长1.1%，进口同比增长10.0%。
442,,14:06,台湾周一新增4例本土新冠肺炎确诊病例。
441,,14:07,【重庆：发布技术需求清单 力促33条重点产业链“补链强链”】重庆市经济信息委联合市科技局研究制定并发布了《重庆市“十四五”时期重点发展的33条产业链关键重要技术需求》，对包括集成电路、新型显示、被动元件、计算机、智能手机、智能家电、新能源与智能网联汽车、个护美妆、特色食品等在内的33条产业链明确了关键重要技术需求。（新华网）
440,,14:09,【新疆准噶尔盆地10亿吨级大油田日产油近7000吨】上半年，准噶尔盆地10亿吨级大油田——新疆玛湖油田增储上产稳步推进。截至8月6日，玛湖油田全区日产原油最高水平达到6993吨，年累计产油145.21万吨。
439,,14:10,英国国务大臣夸滕表示，2050年前实现净零二氧化碳排放“具有挑战性”，将竭尽全力达成2050年碳排放目标。
438,,14:11,洛阳钼业(03993.HK)现涨7.59%，公司拟投资25.1亿美元建设刚果（金）TFM铜钴矿混合矿项目，计划2023年建成投产。
437,,14:12,英镑兑美元GBP/USD短线上扬15点，现报1.3881。
436,,14:13,沙特阿美：预计Marjan、Berri油田增产计划在2025年前完成，届时将增产55万桶/日。
435,,14:14,【龙力生物被申请破产 未履行金额已超16亿】天眼查App显示，8月8日，山东龙力生物科技股份有限公司新增破产案件，案号（2021）鲁1482破1号，申请人为禹城市宝泰投资有限公司，被申请人为山东龙力生物科技股份有限公司，经办法院为禹城市人民法院。天眼查风险信息显示，龙力生物目前已关联多条被执行人、失信被执行人及终本案件，未履行总金额累计超16亿。
434,,14:14,【上能电气午后涨超18% 9个交易日涨超220%】储能概念股龙头上能电气午后延续强势，股价大涨超18%，该股此前特停一周今日复牌，9个交易日累积涨幅超220%。
433,,14:15,中国10年期国债收益率上涨6个基点，至2.87％，为2020年7月以来最大单日涨幅。
432,,14:22,芬兰开始为12至15岁青少年接种新冠疫苗。
430,,14:22,【汉缆股份：公司在氢能产业链上积极布局】汉缆股份在互动平台表示，公司在氢能产业链上积极布局，除了氢能装备研发制作和系统集成，还进行了关键零部件模压双极板的研发制作和销售，在平度已建成了生产车间，并分期进行产线建设。随着青岛氢能的产业规划和应用，公司规划建成具有自主知识产权的氢能产业基地。
428,,14:23,澳大利亚S&P/ASX200指数8月9日（周一）收盘上涨1.90点，涨幅0.00%，报7538.40点。
431,,14:23,【“固收+”产品年内净值频创新高】数据显示，截至2021年8月6日，鹏华招华一年持有A的基金净值为1.065元，年内净值频创新高。基金自2020年8月17日成立以来净值增长率6.5%，年化净值增长率6.69%，期间最大回撤仅为负0.37%。
429,,14:23,澳大利亚总理莫里森：预计今年将有1000万剂莫德纳新冠疫苗运抵。
427,,14:26,WTI原油期货日内跌幅达2.5%，报66.57美元/桶。
426,,14:26,【迪森股份：顺德运营中心正式成立  布局全新家居领域】8月8日，广州迪森家居环境技术有限公司顺德运营中心正式挂牌成立，这是迪森继今年5月份在北京举办的中国国际供热展上首家发布环境家居发展战略之后的又一里程碑事件，标志迪森迈开了迎接全新家居时代的脚步。迪森在顺德设立运营中心，有助于迪森融入完整的燃气具和厨电产业集群，为迪森布局全新家居领域提供丰富的资源。
425,,14:28,上能电气连续涨停提振板块，光伏逆变器、储能板块再度走强，德业股份冲击涨停，锦浪科技、阳光电源、固德威快速跟进。
424,,14:29,【华铁应急：对于亿邦公司散布的虚假信息，公司已报案】华铁应急发布严正声明公告，对于亿邦公司散布的虚假信息，公司已向当地公安机关报案，要求追究其法律责任，以维护公司及广大股民的合法权益。
423,,14:29,【调研报告：今年第二季度的全球经济形势已大体回归稳定态势】ACCA（特许公认会计师公会）与IMA（美国管理会计师协会）9日联合发布的《全球经济状况调研报告》显示，2021年第二季度的全球经济形势已大体回归稳定态势。有受访者认为，全球经济活动关键指标出现好转，例如代表实体经济活动的订单数量有所提升；中美两国经济快速增长，表明全球经济已恢复至疫情前水平。
422,,14:30,港股猪肉概念股普涨，惠生国际(01340.HK)涨近12%，中粮家佳康(01610.HK)涨超7%，雨润食品(01068.HK)涨3.57%，万洲国际(00288.HK)涨2.54%。
421,,14:30,【工商变更：匹克中国注册资本增至3.6亿 增幅超28%】天眼查App显示，近日，匹克（中国）有限公司发生工商变更，注册资本由2.8亿人民币增至3.6亿人民币，增幅超28%。匹克（中国）有限公司成立于2007年1月，法定代表人为许志华，经营范围包括生产各种服装、鞋帽、体育运动用品等。股东信息显示，目前该公司由泉州许氏投资有限公司、泉州许氏体育有限公司共同持股。
420,,14:34,市场消息：印度最高法院表示，像亚马逊(AMZN.O)、沃尔玛百货(WMT.N)旗下的电子商务公司Flipkart这样的公司应该自愿参与反垄断调查。
418,,14:37,【润和软件：与升腾资讯达成战略合作】8月8日，润和软件与福建升腾资讯有限公司（简称“升腾资讯”）通过线上视频会议方式举办基于OpenAtom OpenHarmony（简称“OpenHarmony”）的战略合作签约仪式并携手重磅发布基于OpenHarmony金融智能支付终端。
419,,14:37,印度法院驳回了亚马逊反对“反垄断调查”的请求。
417,,14:38,市场消息：随着新增新冠肺炎确诊病例再度上升，欧盟本周可能会讨论重新对来自美国的游客实施旅行限制。
416,,14:45,【比亚迪海豚将在8月13日正式启动预售】从比亚迪汽车获悉，旗下e平台 3.0的首款车型海豚将在8月13日正式启动预售。
415,,14:46,东方证券：维持阿里巴巴-SW买入评级，目标价253.1港元。
414,,14:46,据澳大利亚广播公司ABC：新南威尔士州将扩大封锁区域，包括拜伦湾及附近地区。
413,,14:49,【央视财经评论：中国证券业将迎来更多“鲶鱼”】经中国证监会批准，摩根大通证券（中国）将成为中国首家外资全资控股的证券公司。这是国际金融机构深耕中国市场迈出的重要一步，更是中国资本市场对外开放进程的重要一步。国外优质券商的进入，必将搅动中国证券行业的“一池春水”，带来很大的“鲶鱼效应”。拥有全球视野的外资券商在经营理念、商业模式、管理能力等方面，将为中国券商的全球化道路提供更多借鉴；“鲶鱼”带来的竞争挑战，则会倒逼中资券商加速提升综合实力、优化产品，完善服务实体经济和广大投资者的能力。
412,,14:51,【机构分析：美联储提前缩减购债预期升温】欧元兑美元走低今日亚盘欧元兑美元EUR/USD一度触及4个月新低，美元兑日元则创两周新高，交易员为美联储提前缩减刺激措施做准备。瑞穗银行分析师Ken表示，强劲的美国就业报告似乎已经消除了美联储缩减购债的最后一道屏障，投资者已把对美联储可能宣布缩减购债的预期时间提前至最早8月底举行的杰克逊霍尔央行年会。
410,,14:52,快手(01024.HK)午后跌超1%，此前一度涨超7%，瑞银大幅下降快手目标价至115港元。
411,,14:52,【搜狐二季度营收2.04亿美元，游戏业务占比最大达75%】 财报显示，该季度搜狐总营收为2.04亿美元，同比增长28%；美国通用会计准则下，搜狐净利润为2200万美元；非美国通用会计准则下，搜狐净利润为2500万美元，去年同期净利润为1200万美元，上季度净利润为3700万美元。
407,,14:54,【英特尔将于美国建造一座巨型晶圆厂】据外媒报道，近日，英特尔CEO接受专访时说，正在洽谈于美国建造一座巨型晶圆厂（mega-fab）。其表示，这座斥资150亿美元的巨型晶圆厂，将包括六到八个模组，支持先进制程和封装技术。目前正与地方官员协商，预计本月底前宣布设厂地点。
409,,14:54,【沪深两市成交额突破1.2万亿元】截至目前，沪深两市成交额突破1.2万亿元，其中沪市成交额5202亿元，深市成交额6812亿元。
408,,14:54,北向资金净流入达60亿元。
406,,14:55,国家卫健委：截至2021年8月8日，31个省（自治区、直辖市）和新疆生产建设兵团累计报告接种新冠病毒疫苗178252.5万剂次。
405,,14:56,【北向资金净流入超70亿元】按余额规模口径统计，截至目前北向资金净流入超70亿元，其中沪股通流入超32亿元，深股通流入超37亿元，实际成交口径统计净买入47.11亿元。
404,,14:56,日本财政部：日本财务大臣麻生太郎不是新冠病人的密切接触者。
403,,14:59,发改委：2021年8月9日国内成品油价格不作调整。
402,,14:59,【8月9日国内成品油价格不作调整】 发改委表示，自2021年7月26日国内成品油价格调整以来，国际市场油价震荡运行，按现行国内成品油价格机制测算，8月9日的前10个工作日平均价格与7月26日前10个工作日平均价格相比，调价金额每吨不足50元。根据《石油价格管理办法》第七条规定，本次汽、柴油价格不作调整，未调金额纳入下次调价时累加或冲抵。
401,,15:00,"【收评：上证指数涨超1%，逼近3500点！“三傻”地产银行保险股久违大涨；猪肉股大反弹，牧原股份封死涨停；赛道股午后企稳，储能板块再走强】

三大股指全天分化，沪指大涨逼近3500点，创业板指一度跌超2%。截至收盘，沪指涨1.05%，深成指涨0.77%，创指跌0.98%，银华双创50ETF跌1.24%。两市成交超1.2万亿，北向资金净流入近45亿，个股涨多跌少，超3000家上涨。"
400,,15:01,【欧洲主要股指基本平开】欧洲主要股指基本平开，德国DAX30指数跌0.06%，英国富时100指数跌0.17%，法国CAC40指数涨0.02%。
399,,15:01,【国内商品期货收盘 沥青跌超5%】国内商品期货收盘，部分黑色、化工产品领跌，沥青跌超5%，沪银、铁矿等跌超4%，沪镍、SS等跌超3%，原油、苹果等跌超2%，沪铅、LU等跌逾1%，郑醇、热卷等小幅下跌；玻璃、菜粕涨逾2%，豆二、锰硅等涨超1%，白糖、塑料等小幅上涨。
398,,15:03,中证转债指数收跌0.02%。百川转债涨17.12%， 鼎胜转债涨15.42%；精达转债跌12.09%，道氏转债跌8.2%。
397,,15:03,农发行发行3年期债券，规模50亿元，发行利率2.7126%，预期2.7000%，投标倍数4.30倍，边际倍数1.12倍。
396,,15:04,A股收盘，三大股指涨跌不一，沪指涨1.05%，深成指涨0.77%，创业板跌0.98%，沪深两市成交额12490亿元，北向资金净流入44.66亿元。
395,,15:06,【韩媒：《绝地求生》开发商魁匠团明日在韩上市 或成“游戏第一股”】据韩国《亚洲日报》微博消息，凭借游戏《绝地求生》成功跻身主要游戏公司行列的魁匠团将于10日在韩国正式上市。据韩国交易所9日消息，魁匠团于10日股市开盘后开始在有价证券市场交易，发行价格为49.8万韩元（约合人民币2820元），以此为基准该公司的总市值将为24.3512万亿韩元，在所有游戏类股票中名列第一位。
394,,15:09,【莫德纳向韩供货再推迟 韩国拉长接种间隔】据韩国新冠疫苗预防接种推进团9日消息，政府从莫德纳公司直接采购的新冠疫苗中原定本月到货的850万剂中将有一半以上延期到货，因此决定16日起将两剂疫苗的接种间隔延长到六周。
393,,15:09,【小米：近两年技术研发投入以每年30%速度增长】小米官方微博显示，近两年来小米在技术研发方面的投入以每年30%的复合增长率提升，除了在有线、无线快充方面，在芯片方面亦有布局和产出。
392,,15:12,俄罗斯总统特使、俄罗斯外交部亚洲二司司长扎米尔·卡布洛夫对卫星通讯社表示，其对8月11日的阿富汗问题多哈会议抱有最好期望，但在秋季之前不必期待和平进程取得实际进展。（卫星新闻）
391,,15:12,【海南将在海口、三亚、儋州等地开展电动汽车换电站建设试点工作】 海南省发展改革委近日出台《海南省支持电动汽车换电站建设的指导意见(试行)》并指出，将重点在海口、三亚、儋州、洋浦、琼海、万宁等区域开展试点工作，其他市县也可根据市场需求，开展试点工作。《意见》指出，海南省将重点在环岛旅游公路驿站、高速公路服务区、加油站、车站、港口、机场等场所，以及在出租车、网约车、公交车、客运班车、中重型商用车等应用领域开展试点。（海南日报）
390,,15:13,汇丰：预计今年上半年亚洲私人银行业务将有93亿美元资金流入。
389,,15:14,英镑兑美元GBP/USD短线下挫近20点，现报1.3874。
388,,15:16,十年期国债期货收跌0.51%，五年期国债期货跌0.32%，二年期国债期货跌0.12%。
387,,15:17,【江苏淮安市洪泽区第三轮城区全员核酸检测均为阴性】据“淮安发布”消息，洪泽区第三轮城区全员核酸检测8月8日下午3点启动，晚上9点75个核酸检测采样点完成采样。9日中午12点，检测结果全部出来，均为阴性。
386,,15:20,【摩根大通：“小泡沫”不会蔓延至美股整体】部分板块的出现泡沫不会溢出至全市场，目前美股估值并不令人担忧。美股在部分热门板块回调20%-50%的情况下依然上涨是良好的迹象，回调板块包括加密货币、IPO和氢能。预计未来美股和美债收益率有望同步走高。当前流动性和购债规模未影响市场风险偏好，市场累积的流动性也不太可能在今年年底之前回收。
385,,15:21,【标普：上调交通银行等五家中国银行评级展望】标普上调交通银行等五家中国银行评级展望，交通银行的评级展望从“稳定”调整为“正面”，确认主体信用评级为“A-/A-2”；中信银行的评级展望从“稳定”调整为“正面”，确认主体信用评级为“BBB+/A-2”。民生银行的评级展望从“稳定”调整为至“正面”，确认主体信用评级为“BBB-/A-3”。广发银行的评级展望从“负面”调整为“稳定”，确认主体信用评级为“BBB-/A-3”。确认招商银行的主体信用评级为“BBB+/A-2”评级，展望“正面”。
384,,15:22,香港特区政府卫生署卫生防护中心9日公布，截至当日零时零分，香港新增2例新冠肺炎输入病例。截至目前，香港累计确诊新冠肺炎病例12015例。（央视新闻）
383,,15:23,【知乎经营范围新增食品经营】8月6日，知乎关联公司北京智者天下科技有限公司发生工商变更，公司经营范围新增食品经营(仅销售预包装食品)。该公司成立于2011年，法定代表人为李大海，注册资本169.193万元人民币，大股东及疑似实际控制人为周源。此前，知乎自有消费品知乎知物推出3款挂耳咖啡。
382,,15:24,【网传比亚迪将收购上汽乘用车业务 上汽回应：不信谣、不传谣】网传比亚迪将收购上汽乘用车业务，上汽集团投资者关系部相关负责人回应称，不信谣、不传谣，这种事情是不可能的，新能源自主品牌是趋势。对于上汽集团新能源汽车领域的生产进展，该负责人表示，今年年底，智己汽车会交付首款产品L7，R品牌明年还会有两款（车型）。
381,,15:30,【夏普诉OPPO专利侵权案被台湾智慧财产及商业法院驳回】台湾《经济日报》8月9日消息，OPPO今天宣布，台湾智慧财产及商业法院近期就夏普对OPPO智慧型手机涉及专利侵权案提起诉讼做出判决，驳回夏普全部诉讼请求，判定OPPO在台湾销售的智慧型手机未侵权，并要求夏普承担所有诉讼费用。
380,,15:32,国家邮政局：经测算，2021年7月中国快递发展指数为316.2，同比提高11.1%。
379,,15:33,上海黄金交易所黄金T+D 8月9日（周一）收盘下跌2.61%报365.15元/克；上海黄金交易所白银T+D 8月9日（周一）收盘下跌3.92%报5051.0元/千克。
378,,15:33,现货黄金收复1750美元/盎司关口，跌幅收窄至不足1%，较日低涨近70美元。
377,,15:35,港股OLED概念股尾盘走低，信利国际(00732.HK)跌超4%，亿都(00259.HK)跌1.88%，华显光电(00334.HK)跌1.54%，京东方精电(00710.HK)跌0.6%。
376,,15:37,郑商所发布关于增加银行承兑汇票作为厂库仓单担保方式的通知，为有效降低交割成本，切实提高期货市场服务实体经济水平，从通知之日起，郑州商品交易所增加银行承兑汇票作为厂库仓单担保方式，先期在硅铁、锰硅品种上实施，其他品种实施时间另行通知。
375,,15:38,高盛：将至2021年末的美国10年期国债收益率预期从1.9%下调至1.6%。
374,,15:39,赛科希德公告，持股4.17%股东宁波君度尚左拟清仓减持公司股份。
373,,15:40,【Omdia：今年Q2大尺寸液晶面板出货量环比下降1% 出货面积环比增长2%】据Omdia的最新报告显示，今年Q2大尺寸液晶面板年同比持续增长，季度环比增长放缓，出货量环比下降1%，出货面积保持增长，环比增幅2%。9英寸以上平板电脑显示面板的出货量和出货面积都下降了16%。其他应用的出货量和出货面积保持增长。笔记本电脑、显示器和电视面板的需求持续强劲，导致今年Q2显示面板价格持续上涨。
372,,15:41,阿塞拜疆国防部称，位于纳希切万的阿塞拜疆阵地遭到来自亚美尼亚武装力量方面的射击。（卫星新闻）
371,,15:42,工信部：高度重视保护白酒文化遗产、深入实施白酒行业“三品”专项行动等相关工作。
370,,15:44,健麾信息：全资子公司擅韬信息近日与国控湖北签署了关于湖北省卫生健康委员会基层移动医疗卫生服务车项目（车载医疗设备）包含的相关医疗设备销售合同，合同金额为1.96亿元。
368,,15:45,【不设时限 长沙以最大力度查处教师有偿补课和违规收受礼品礼金行为】为落实“双减”政策，营造风清气正的良好教育生态，7月29日，长沙市教育局下发《关于做好中小学教师有偿补课和教师违规收受礼品礼金问题专项整治工作的通知》（以下简称《通知》），在2021年7月至2022年3月，将面向全市中小学校和教师开展有偿补课和违规收受礼品礼金问题专项整治工作，相关整治措施长期坚持，不设时限。
369,,15:45,据国际文传电讯社：俄罗斯天然气公司Gazprom将在火灾后逐步增加凝析油供应。
367,,15:46,"马来西亚周一新增17,236例新冠确诊病例。"
366,,15:46,【海口确诊病例传染源头初步确定：病毒来自俄罗斯入境货运航班】8月9日，海口市召开新型冠状病毒感染肺炎疫情防控新闻发布会介绍，初步判定8月5日确诊病例林某某感染病毒源自海口美兰机场俄罗斯入境货运航班。
365,,15:48,日本东京新增2884例新冠肺炎确诊病例。
364,,15:48,【日本奥委会将向奖牌得主发奖金 奥运冠军可获500万日元】 据日本共同社9日报道，日本奥委会(JOC)将向该国的东京奥运会奖牌得主发放奖金，金牌得主可获500万日元(约合人民币29万元)，银牌得主奖金为200万日元，铜牌得主则获100万日元。由于在此次奥运会日本的金牌数和奖牌总数均创新高，合计的奖金额也将超过4亿日元，创最高纪录。（中新网）
363,,15:48,【人福医药：盐酸文拉法辛缓释胶囊获得美国FDA批准文号】 人福医药公告，近日，公司控股子公司宜昌人福收到美国食品药品监督管理局（FDA）关于盐酸文拉法辛缓释胶囊的批准文号，标志着宜昌人福具备了在美国市场销售该产品的资格，将对公司拓展美国仿制药市场带来积极的影响，公司后续将积极推进该产品在美国市场的上市准备工作。
362,,15:49,晶方科技：晶方产业基金拟出资1000万美金投资Visic公司，交易完成后晶方产业基金将持有VisIC公司7.94%的股权；VisIC公司申请布局了GaN 技术的关键专利，在此基础上成功开发了氮化镓基大功率晶体管和模块，正在将其推向市场。
361,,15:51,WTI原油期货跌幅扩大至3%，报66.23美元/桶。
360,,15:57,【腾讯起诉抖音侵权王者荣耀一审获赔60万 抖音：将上诉】近日，深圳市腾讯计算机系统有限公司与北京微播视界科技有限公司侵害著作权及不正当竞争纠纷一审民事判决书公开。判决结果为北京微播视界科技有限公司赔偿深圳市腾讯计算机系统有限公司经济损失50万元及合理维权开支10万元。对此，抖音认为，用户对于王者荣耀相关游戏视频的形成具有独创性贡献，发布视频的游戏用户对相关视频享有著作权或至少构成合理使用，因此没有侵权。针对上述判决，抖音已经提起了上诉。
359,,15:57,万华化学：截止目前，烟台工业园MDI装置检修结束，恢复正常生产。子公司匈牙利宝思德化学公司MDI装置（30万吨/年）将于8月17日开始陆续停车检修，预计检修50天左右；TDI装置（25万吨/年）将于8月26日开始陆续停车检修，预计检修30天左右。
358,,16:00,【中谷物流：上半年净利11亿元 同比增343%】 中谷物流披露半年报，公司2021年上半年营业收入56.04亿元，同比增长26.23%；净利润11.01亿元，同比增长342.90%。基本每股收益1.27元。
357,,16:00,【腾讯学生身份信息处理专利获授权】天眼查App显示，近日，腾讯科技（深圳）有限公司“区块链网络中的学生身份信息处理方法、装置、电子设备及存储介质”专利获授权，公告号CN110532323B，申请日为2019年9月。专利摘要显示，本发明提供了一种区块链网络中的学生身份信息处理方法。提供了信息处理装置、电子设备及存储介质。能够将用户在不同阶段的学生身份信息全部存储在区块链网络中，保证学生身份信息的公平公正，不可篡改的同时，有效提高信息安全，避免信息的泄露。
356,,16:00,阿里巴巴(BABA.N)美股盘前跌2%，此前阿里公布“女员工被侵犯”内部处理决定：涉事男员工被辞退 业务总裁和HRG引咎辞职。
355,,16:01,伦敦金属交易所(LME)：铝库存减少7200吨，铜库存减少325吨，镍库存减少954吨，铅库存减少250吨，锡库存持平，锌库存减少525吨。
354,,16:02,【凯盛科技：上半年净利同比增78%】凯盛科技披露半年报，公司2021年上半年营业收入33.85亿元，同比增长70.11%；净利润8408.70万元，同比增长78.45%。基本每股收益0.11元。报告期内，公司新型显示收入利润双创历史新高。平板电脑显示模组领域领先地位持续增强，市场占有率上升到约17%；公司应用材料主要产品产量同比增长30%左右，销量同比增长超30%。
353,,16:04,【欧科亿：半年度净利润升117.35%至1.04亿元】欧科亿发布2021年半年度报告，实现营业收入4.96亿元，同比增长60.77%；归属于上市公司股东的净利润1.04亿元，同比增长117.35%；归属于上市公司股东的扣除非经常性损益的净利润8926.03万元，同比增长89.61%；基本每股收益1.04元。
352,,16:06,首开股份：1-7月份，公司共实现签约面积237.89万平方米，同比增长31.70%；签约金额767.03亿元，同比增长47.06%。
351,,16:08,【双杰电气：箱式变电站等产品已向风力发电项目完成供货】 双杰电气在互动平台表示，公司的箱式变电站等产品已向风力发电项目完成供货。分布式光伏业务是公司的重要业务之一。目前公司已经在北京房山、大兴、通州、顺义、怀柔等地区开发近5000户，后续将继续加大开发力度，深耕北京户用光伏市场。
350,,16:09,【港股恒指小幅收涨 房地产、大金融板块涨幅居前】香港恒生指数收涨0.4%，恒生科技指数跌0.48%，房地产、大金融板块涨幅居前，半导体板块走弱，恒大物业涨超9%，中国太平涨超5%，华虹半导体跌超5%，中芯国际跌超4%。
349,,16:09,【立昂微：非公开发行申请获证监会审核通过】立昂微公告，公司非公开发行A股股票申请获得证监会发行审核委员会审核通过。
