,Unnamed: 0,字段,标题
33,,12:14,【第14金！中国队打破女子4X200米自由泳接力世界纪录】东京奥运会女子4X200米自由泳接力决赛，杨浚瑄、汤慕涵、张雨霏、李冰洁代表中国队出战，游出7:40.33，夺得金牌，打破世界纪录！
32,,12:14,【腾讯入股瑞派医疗，后者为内窥镜供应商】 据天眼查APP显示，近日，广州瑞派医疗器械有限责任公司发生工商变更，新增股东广西腾讯创业投资有限公司、上海国方构筑企业服务中心（有限合伙）等公司。注册资本由约1843.84万人民币增至约2531.59万人民币，增幅约37.3%。
31,,12:17,恒隆地产上半年营收49.8亿港元，净利润22.4亿港元。
30,,12:18,【北京西站、北京站、北京南站共113趟始发列车今日停运】受河南多地遭遇持续强降雨天气影响，7月29日北京西站62趟始发列车停运。受不良天气影响，北京站18趟始发列车停运。受台风天气影响，北京南站管辖京沪高铁廊坊站、天津南站、沧州西站、德州东站共计33趟列车停运。
29,,12:19,【我国成功发射天绘一号04星】今日12时01分，我国在酒泉卫星发射中心用长征二号丁运载火箭，成功将天绘一号04星发射升空，卫星顺利进入预定轨道，发射任务获得圆满成功。
28,,12:20,【午间公告：华锋股份拟以自有资金1500万元向清极能源增资】华锋股份公告，以自有资金1500万元向清极能源增资，增资后持有清极能源5.88%股权。富春环保公告，全资子公司新材料公司已累计收到拆迁补偿款9683.63万元。盛天网络公告，完成对盛天小贷的清算工作，清算资产净额5.05亿元全部分配给盛天网络。郑州银行公告，多名非独立董事、高管、监事等拟增持股份金额合计不低于279.60万元。
27,,12:22,泰国财政部：预计2021年GDP增速为1.3％，此前为2.3%。
26,,12:28,世界黄金协会：第二季度全球黄金需求同比持平，上半年同比下降10%。全球黄金消费需求强势复苏，但黄金ETF第二季度的净流入难抵第一季度的大量流出。
25,,12:30,空中客车第二季度营收141.8亿欧元，市场预估139.8亿欧元；第二季度调整后EBIT20.1亿欧元，市场预估15.8亿欧元。
24,,12:32,丰田汽车：6月产量增加41％至831533辆，销量同比增长20％至844750辆。
23,,12:32,【武汉将凭房票买房】武汉对房地产市场的调控和监管仍在加强。7月28日，武汉市房管局发布公告，对加强购房资格管理工作进行征求意见，今后将进入“凭房票买房”的时代。意见稿提出，购房先申请购房资格，符合条件才能领到购房的“房票”，有效期60天。在完成公示后，一张房票一次只能登记一个楼盘，登记一次后即时锁定，不能再去别的楼盘登记，等到开盘销售后，购房资格认定结果自动解除锁定。（极目新闻）
22,,12:39,【空中客车提高全年调整后息税前利润预期，超过分析师预估】空中客车预计全年调整后息税前利润40亿欧元，此前预测至少20亿欧元，分析师预估31.7亿欧元。上半年调整后自由现金流20.5亿欧元，上年同期负124.4亿欧元，预估2.685亿欧元。预计全年调整后自由现金流大约20亿欧元。
21,,12:42,【海关总署：正研究出台RCEP进出口货物原产地管理办法等】海关总署国家口岸管理办公室副主任党英杰7月29日在国务院政策例行吹风会上表示，RCEP签署之后，海关总署结合自身的职责，提前谋划，认真做好RCEP生效实施涉及海关条款的相关准备工作。在实施关税减让方面，海关总署正在研究出台“RCEP进出口货物原产地管理办法”和“经核准出口商管理办法”，梳理申报RCEP项下享惠进口和出口签证的流程，并建设配套信息化系统，确保企业申报享惠的便利性。（中证网）
20,,12:43,【积极推动相关政策尽快落地 多地扩大保障性租赁住房供给】本月初，国务院办公厅印发了《关于加快发展保障性租赁住房的意见》，为发展保障性租赁住房提出了基础制度和支持政策。近期，多个城市接连发布加快发展保障性租赁住房的意见，积极推动相关政策尽快落地。在专家看来，下一步，按照住建部的要求，各城市人民政府应抓紧成立保障性租赁住房工作领导小组。 （央视新闻）
19,,12:43,【预告】国务院新闻办公室定于2021年7月30日（星期五）下午3时举行新闻发布会，财政部部长刘昆，副部长许宏才、朱忠明介绍财政支持全面建成小康社会有关情况，并答记者问。
17,,12:49,瑞士信贷：Archegos调查发现管理风险失败的问题。内部调查发现爆仓事件加剧了内部风险，控制极限指标超标。
16,,12:49,中国地震台网正式测定：07月29日12时33分在台湾花莲县海域（北纬23.95度，东经122.66度）发生4.1级地震，震源深度8千米。
18,,12:49,瑞士信贷：调查发现未能履行监督职责，未能优先考虑风险缓解措施。
15,,12:52,【国内电竞市场上半年销售收入与用户增长双双放缓】7月29日，中国音数协游戏工委与中国游戏产业研究院发布了《2021年1-6月中国游戏产业报告》。2021年1月-6月，国内电子竞技市场实际销售收入720.61亿元，同比增长0.17%，同比持平，略有增长。电竞用户4.89亿人，同比增长1.13%，增速也在放缓。主因在于缺少新的重量级的电竞产品入市，正处于依靠存量维持现状阶段。（中证网）
14,,12:55,【高西庆：资本市场是否真实反映经济基本面不能以股价来衡量】7月29日，中国证监会原副主席高西庆在2021年中国资本市场高质量发展杭州峰会上称，“国内资本市场是否真实地反映了中国经济发展基本面，不能以股价来衡量，市场上影响股价的因素有很多。”对于目前备受市场关注的海外上市，高西庆认为，虽然当前国内企业赴海外上市有所回潮，但中国经济走向世界的大趋势是不会改变的。
13,,13:02,【鲍威尔维持鸽派论调，美元走软，黄金攀升】金价周四攀升至逾一周高位，此前美联储主席鲍威尔在新闻发布会中保持鸽派论调，暗示在开始收紧政策之前还有很多工作要做，而美元走软则为金价提供了进一步支撑。IG Market分析师凯尔•罗达表示，“投资者已经淡化了加息和缩减购债规模的风险，这使得金价在短期内有望走高。下一个关键阻力位将在1830-1840美元区间。”之后，投资者将会关注今晚8:30分公布的初请失业金人数数据。
12,,13:02,【创业板指涨幅扩大至4%】创业板指涨幅扩大至4%，截至目前两市超3600家个股上涨，半导体芯片、稀土永磁等多板块持续拉升走高，光刻胶板块强势领涨。
11,,13:02,A股持续走高，创业板指涨幅达4%，光刻机、稀有金属板块涨幅居前。
10,,13:02,【MINI LED概念股再度走强】三安光电拉升涨逾9%，隆利科技、中京电子、雷曼光电、瑞丰光电等涨幅居前。
9,,13:05,欧洲央行执委帕内塔：财政和货币政策需要继续支持欧盟经济发展。
8,,13:05,"【恒生指数上涨2.8% 阿里巴巴引领上涨】恒生指数在香港连续二天走高，上涨2.8%，至26,183.06点。阿里巴巴对指数上涨贡献最大，上涨6.5%。 阿里健康涨幅最大，上涨17.1%。午盘交易中，58支股票中29支上涨，26支下跌；4个类股中3个类股走高，以工商业股为首。"
7,,13:08,锂电池板块午后掀涨停潮，嘉寓股份、百川股份等超10股涨停，京山轻机、奥克股份跟涨。
6,,13:10,欧洲央行执委帕内塔：只有在确信通胀率能在中期稳定在2%的情况下，欧洲央行才会提高利率。
5,,13:10,【预告】农业农村部新闻办公室定于2021年7月30日（周五）上午9时举行新闻发布会，介绍当前农业抗灾救灾情况，并回答记者提问。
4,,13:12,稀土永磁板块午后持续拉升，英威腾、北方稀土等多股涨停，金力永磁、中钢天源跟涨。
3,,13:13,【沪深两市成交额突破8000亿元】截至目前，沪深两市成交额突破8000亿元，其中沪市成交额3441亿元，深市成交额4559亿元。
2,,13:14,【百度李彦宏：AI进入快速应用期 八大技术将“量变”到“质变”】百度创始人、董事长兼CEO李彦宏在29日召开的2021智能经济高峰论坛上表示，在未来十年，人工智能领域将有八项关键技术会实现从量变到质变，从而深刻地改变社会。这八大技术分别是自动驾驶、数字城市运营、机器翻译、生物计算、深度学习框架、知识管理、AI芯片和个人智能助手。（中国证券网）
0,,13:16,巴基斯坦报告新增新冠肺炎确诊病例4497例，为近三个月来新高。
1,,13:16,宁德时代盘中大涨5.06%，现报551.64元。宁德时代钠离子电池发布会将于今日15:30举行。
285,,18:37,印度最大汽车制造商马鲁蒂铃木公司：芯片危机将持续一年左右。
284,,18:41,【*ST赫美：股票交易异常波动 明起停牌核查】*ST赫美公告，公司股票交易异常波动，自7月29日开市起停牌核查。
283,,18:42,乌克兰总理：乌克兰将在今年年底之前收到超过4700万剂新冠疫苗。
282,,18:43,【胶囊茶语完成数千万元天使轮融资】 天眼查显示，茶品牌胶囊茶语已完成数千万元天使轮融资，由不二资本领投，三角资本跟投，本轮融资将主要用于品牌建设和渠道拓展等方面。据了解，胶囊茶语成立于2020年，消费人群定位为18-35岁的女性用户，其创始人邸伟曾为小罐茶联合创始人。
281,,18:43,【长城证券业绩快报：上半年净利8亿元 同比增25%】长城证券发布业绩快报，2021年半年度实现营业收入36.55亿元，同比增长19.64%；净利润8.33亿元，同比增长24.93%；基本每股收益0.27元。
280,,18:45,印度首席经济顾问：印度的燃油税与包括法国、日本、西班牙在内的许多发达国家相当。
279,,18:46,【城投控股：8.84亿元收购新江湾城投资公司36%股权】城投控股(600649)7月28日晚间公告，全资子公司置地集团以8.84亿元，收购鼎盛股权投资持有的新江湾城投资公司36%股权。收购完成后，城投控股直接与间接持有新江湾城投资公司共计96%股权，有利于加强对项目开发进度的控制，提升新江湾城科技园项目的品质。
278,,18:46,辉瑞第二季度营收190亿美元，市场预估187.9亿美元；第二季度调整后每股收益1.07美元，市场预估99美分。
277,,18:47,辉瑞：预计本财年新冠疫苗相关营收为约335亿美元，此前预期为约260亿美元。
276,,18:49,【南京高科：退出高科皓熙基金 累计投资收益约3.65亿元】南京高科公告，公司2016年以9.88亿元参与认购了皓熙投资发起设立的南京高科皓熙定增私募证券投资基金，现该基金终止并进行清算。公司认购高科皓熙的累计投资收益约3.65亿元，部分收益对公司净利润的影响已在以前年度体现，高科皓熙本年内收益约2.25亿元，对公司2021年度净利润的影响金额约1.69亿元。
275,,18:50,【赣锋锂业：李良学已减持8万股】赣锋锂业公告，近日，公司收到李良学的股份减持告知函，李良学通过集中竞价方式减持其持有的公司无限售流通股8万股(占公司总股份的0.0056%)；李华彪尚未实施且不再实施此次减持计划。此次减持A股股份总数未超过减持计划中约定减持股份，股东减持计划已实施完毕。
274,,18:52,辉瑞研发总负责人：仍然认为，在完全接种后的6至12个月内，可能需要第三剂加强剂。
273,,18:53,【鲁西化工半年报：上半年净利26亿元 同比增长1064%】鲁西化工公告，上半年实现净利润26.32亿元，同比增长1064.17%。
272,,18:54,"【欧普康视：股东拟以公司2%股份参与转融通出借业务计划】欧普康视公告，股东南京欧陶拟在本公告披露之日起15个交易日后的六个月内以本公司股份参与转融通证券出借业务,参与股份不超过17,013,439股，即不超过公司总股本的2%。"
271,,18:54,新能源车股盘前走强，理想汽车涨7.29%，小牛电动涨6.75%，小鹏汽车、蔚来汽车涨超5%，法拉第未来涨3.76%。
268,,18:57,金时科技：公司所持基金参股公司国光电气在科创板首次公开发行股票获中国证监会同意注册。
270,,18:57,农业农村部：7月26-28日，联合国粮食峰会预备会议以线上线下结合方式在意大利罗马联合国粮农组织总部召开。中国农业农村部总农艺师曾衍德发言时表示，中国政府始终把保障粮食安全作为治国安邦的首要任务。曾衍德呼吁世界各国携手应对挑战，推动全球粮食与农业系统转型发展，要保障供应链安全稳定，扩大对外开放。
269,,18:57,【鲁西化工：上半年净利润同比增长1064.17%】鲁西化工公告，上半年实现净利润26.32亿元，同比增长1064.17%。受益于国内国际双循环战略的实施及化工产品市场供求关系等多种因素影响，报告期内，公司严抓安全环保节能管控，确保了生产装置安、稳、长、满、优。公司把握市场机遇，发挥园区一体化优势，保持主要化工产品的产能发挥，主要化工产品价格同比有较大幅度增长，实现业绩同比较大幅度上升。
267,,18:59,特斯拉推出了零售战略的重大转变，涉及更便宜的展厅和远程工作等方面。（Electrek）
266,,19:00,美国至7月23日当周MBA抵押贷款再融资活动指数公布 3570.4，前值 3267.6。
265,,19:01,麦当劳(MCD.N)：2021年Q2每股盈利2.95美元，市场预期盈利2.12美元。
264,,19:03,【厦钨新能：中签号出炉 共42906个】厦钨新能公告，中签号码共有42906个，每个中签号码只能认购500股厦钨新能A股股票。
263,,19:03,【资金借道权益ETF大举净买入143亿元】本周A股开市大跌，沪指从3500点两天下跌150点，沪深300、创业板指两天重挫逾6%。然而，作为机构投资的风向标，权益ETF（股票ETF和跨境ETF）市场再现“大跌大买”的操作：本周前两个交易日中，资金借道权益ETF大举净买入143亿元。其中，中证500ETF、双创50ETF等中小盘和科技成长风格的宽基指数获得资金的净流入，上证50ETF等大盘蓝筹风格的宽基ETF遭遇净卖出。
262,,19:04,【吉峰科技：拟联合发起设立20亿元农业投资基金】吉峰科技公告，公司与安徽芜湖三山经开区管委会、安徽省农业产业化发展基金有限公司就发起设立现代农业产业投资基金事项签署《战略合作协议》。该基金总规模不超过20亿元，可投资于非上市农业企业，可参与农业上市企业、新三板企业定向增发、可转换债券等再融资，支持企业开展并购重组，以及其他涉农类企业。
261,,19:04,【张家界魅力湘西剧场某场次所有观众均属高风险人群 涉及约2000人】张家界魅力湘西28日发布通告称，经评估，7月22日晚第一场（18:00-19:00）魅力湘西所有观众属于高风险人群。“当晚大概有2000多名观众，大家没有间隔一个座位，都是挨着坐的。”7月28日17时，张家界魅力湘西官方客服热线工作人员表示，进剧场是要求大家佩戴口罩的，但无法保证游客全程佩戴口罩。 (人民日报旗下健康时报)
260,,19:05,【维宏股份半年报：上半年净利润4412.69万元 同比扭亏为盈】维宏股份2021年半年度报告，实现营业收入2.17亿元，同比增长156.54%；归属于上市公司股东的净利润4412.69万元，上年同期为-496.27万元；归属于上市公司股东的扣除非经常性损益后的净利润3847.03万元，上年同期为-505.36万元；基本每股收益0.4854元。
259,,19:06,据微软全国广播公司（MSNBC）：美国国家过敏症和传染病研究所所长福奇表示，疾控中心没有改变，而病毒已经进化了。
258,,19:07,【三角防务半年报：上半年净利润1.65亿元 同比增长64.06%】三角防务2021年半年度报告，实现营业收入4.67亿元，同比增长45.28%；归属于上市公司股东的净利润1.65亿元，同比增长64.06%；归属于上市公司股东的扣除非经常性损益后的净利润1.59亿元，同比增长84.29%；基本每股收益0.33元。
257,,19:08,李克强主持召开国务院常务会议，部署进一步改革完善中央财政科研经费管理，给予科研人员更大经费管理自主权。（央视）
256,,19:13,【星湖科技：终止非公开发行股票 募投项目已投入试生产】星湖科技公告，公司临时股东大会否决《关于延长非公开发行股票股东大会决议有效期的议案》，此次非公开发行股票方案到期自动失效，公司决定终止此次非公开发行A股股票事项。星湖科技表示，主要募投项目核苷、核苷酸类产品生物制造关键技术及产业化，已基本建成并投入试生产，此次终止不会对该项目的建设、公司的生产经营与持续稳定发展造成重大不利影响。
255,,19:13,【国常会：要建立生猪生产逆周期调控机制】李克强主持召开国务院常务会议，会议指出，要建立生猪生产逆周期调控机制，当能繁母猪存栏量月度同比减少10%以上或生猪养殖连续严重亏损3个月时，各地可对规模养殖场（户）给予一次性临时救助。要抓好重大疫病防控，加强猪肉储备应急调节。（央视新闻）
253,,19:14,【重庆金融局摸底小贷公司“教育贷”情况】记者从知情人士处获悉，重庆地方金融监督管理局于近日就医美、教育培训、租房（含长租房）等三个领域的贷款情况对辖内小贷公司进行摸底调查，要求相关机构上报合作机构、在贷余额、综合年化利率、在贷户数、逾期90天金额、逾期90天户数等详细信息。当地一家小贷公司人士表示，当前监管部门暂未对教育贷、培训贷业务下发明确的指令性文件，但相关场景已出现严监管迹象，预计未来相关贷款业务量将迅速萎缩。（财联社）
254,,19:14,【国常会：确定稳定生猪产能的措施】李克强主持召开国务院常务会议，确定稳定生猪产能的措施，促进保供稳价增强猪肉安全供应保障能力。
252,,19:15,【贝莱德亚太区主席：全球资本配置中国的需求日益增加】贝莱德集团是首家获准在中国经营合资理财公司和公募基金业务的全球资产管理公司。28日，贝莱德集团亚太区主席在陆家嘴全球资产管理高峰论坛中表示：浦东新区公布的进一步加大开放金融市场力度的政策令我们感到鼓舞。同时，我们看到全球资本配置中国的需求日益增加，投资中国的公募基金和ETF(交易型开放式指数基金)境外资本流入均创纪录。
251,,19:16,好未来(TAL.N)盘前直线拉升，现涨近10%。
250,,19:16,【中贝通信：推限制性股票激励计划】中贝通信(603220)7月28日晚披露限制性股票激励计划，拟授予限制性股票数量393.81万股，占公司股本总额的1.17%，激励对象共计41人，授予价格为每股8.4元。解除限售的公司层面业绩考核要求为2021、2022、2023年净利润与2020年净利润相比增长率分别不低于220%、320%、420%。
249,,19:17,【东鹏饮料半年报：上半年净利同比增长53% 拟10派15元】东鹏饮料公告，上半年实现净利润6.76亿元，同比增长53.14%；拟10派15元。
248,,19:19,【水利部：最近一天全国40条河流发生超警以上洪水】据水利部，7月27日12时至28日12时，内蒙古、吉林、黑龙江、浙江、上海、江苏、安徽、新疆等地共有40条河流发生超警以上洪水，最大超警幅度0.02～2.33米，其中河南卫河上游支流共产主义渠，浙江甬江支流姚江、曹娥江支流萧绍平原，安徽水阳江，黑龙江乌裕尔河支流润津河等9条河流发生超保洪水，最大超保幅度0.01～1.31米，卫河、共产主义渠等2条河流超历史。此外，太湖周边及杭嘉湖区有80站水位超警，其中40站超保，10站水位超历史。
247,,19:22,【广州：进一步规范房源信息发布 严厉查处制造市场恐慌等行为】住建部等八部门要求持续整治规范房地产市场秩序后，广州发布新政，要求房地产中介机构及从业人员进一步规范房源信息发布行为。据广州市住房和城乡建设局获悉，为进一步规范房源信息发布行为，维护房地产市场正常秩序，广州市发布《关于进一步规范房源信息发布的通知》）。《通知》主要聚焦两个方面，一是房地产中介服务机构及其从业人员应规范房地产信息发布行为，二是房地产网络信息发布平台应加强房源信息发布的管理，进一步完善管理制度。
246,,19:23,【北欧联合银行前瞻美联储利率决议：料不会就缩债作出决定】北欧联合银行金融投资部首席策略师Andreas Steno Larsen指出，美联储可能不会就缩减购债做出决定，但很多技术问题都摆在台面上，这使得这次会议非常有趣。通胀方面，主席鲍威尔仍会解释最近的通胀是暂时的，因其只是由一些方面驱动，如二手车(由于芯片短缺)，运输成本(重新开放的基数效应)和能源价格。预计“瓶颈”这个词今晚会被频繁使用。
245,,19:24,【拼多多前法人孙沁调任 负责偏远省份的社区团购业务】 拼多多联合创始人、前法人孙沁（花名：达达）已被调任至社区团购业务一线，担任 “省长”，负责甘肃省和青海省。转岗之前，孙沁担任的业务均与招商有关。（《晚点 LatePost》）
244,,19:25,【网易严选组织架构调整 成立主站业务中心】 网易严选在7月初进行了一次组织架构调整，核心是将网易严选 APP 的产品、设计、运营、用户、社区团队单独拆分，组成 “主站业务中心”，由网易严选 CEO 梁钧担任负责人。至此，包括此前的供应链中心、产品技术中心、商品中心、营销中心、用户运营中心（客服）在内，网易严选已成立六大业务中心。（《晚点 LatePost》）
243,,19:26,【前长城高端电动车负责人李鹏创业 经纬、真格将投资】原长城高端电动车品牌 “沙龙” 负责人李鹏已于今年初离职，并创立了 “悠跑科技（ U Power）”，已在上海组建百人团队。悠跑的定位是” 新型智能电动车公司”，目前正在开发电动汽车底盘。目前，悠跑 A 轮融资已接近完成，由经纬领投，真格等机构跟投。未来，悠跑有可能推出集成电池于一体的底盘，类似于宁德时代计划推出的 CTC（Cell to chassis）技术。 (财经)
242,,19:26,【猿辅导将削减所有广告】猿辅导将削减所有广告。（彭博）
241,,19:26,【长城证券：上半年净利润8.33亿元，同比增长24.93%】长城证券今日晚间发布业绩快报，2021年半年度实现营业收入36.55亿元，同比增长19.64%；净利润8.33亿元，同比增长24.93%；基本每股收益0.27元。
240,,19:28,市场消息：Fisker将对领先的充电服务提供商Allego进行投资并建立战略合作伙伴关系。Fisker盘前直线拉涨，现涨3.4%。
239,,19:30,【新一批60个外资项目在沪集中签约 总投资58.5亿美元】投资总额为58.5亿美元的60个外资项目今天（28日）在沪集中签约，此次集中签约的项目重点产业分布广泛，涉及集成电路、生物医药、人工智能产业和电子信息、生命健康、汽车、高端装备、先进材料、时尚消费品等“3+6”重点产业的项目共36个，总投资29.3亿美元；分布在重点功能区和“五个新城”的项目有35个，总投资39.2亿美元。
238,,19:32,克里姆林宫否认美国总统拜登关于俄罗斯在2022年美国中期选举前干涉美国内政的指控。
237,,19:33,富时中国A50指数期货夜盘涨幅扩大至1%。
236,,19:34,"【闻泰科技：“闻泰转债”网上中签率为0.04402965%】闻泰科技披露公开发行可转换公司债券网上中签率及优先配售结果公告，社会公众投资者网上申购结果及发行中签率本次发行最终确定的网上向一般社会公众投资者发行的闻泰转债为3,812,437,000.00元(3,812,437手)，占本次发行总量的44.33%，网上中签率为0.04402965%。"
235,,19:34,【波音第二季度营收170亿美元 预期166.8亿美元】波音第二季度营收170亿美元，预期166.8亿美元；每股盈利1美元，市场预期亏损0.25美元。
234,,19:37,【中利集团：涉及与上海电气业务逾期应收账款5.07亿元】中利集团公告，公司涉及与上海电气业务逾期应收账款合计5.07亿元；公司参股19%股份的公司即中利电子存在部分通信业务相关合同应收，截至2021年6月30日，中利电子涉及逾期应收账款合计8.78亿元，该业务的材料预付款项7.71亿元，上述事项可能导致公司产生损失的风险。
233,,19:39,百度：将于2021年8月10日举行董事会会议，公布第二季度及中期业绩公告。
232,,19:42,美国国债收益率涨幅扩大，10年期国债收益率升至日内高点1.264％。
231,,19:43,【民生银行：中国泛海方面被动减持公司H股1.42亿股】民生银行公告，7月15日至27日，中国泛海控制的隆亨资本有限公司因触发贷款协议约定，导致被动减持其持有并质押的公司H股股份1.42亿股，占公司总股本的0.32%。
230,,19:43,【赢合科技：控股股东上海电气相关事项不会影响公司正常经营】赢合科技公告，公司控股股东上海电气董事长兼首席执行官、法定代表人郑建华涉嫌严重违纪违法，目前正接受上海市纪委监委纪律审查和监察调查。同时，因上海电气涉嫌信息披露违法违规，证监会决定对上海电气立案调查。此次调查仅针对公司控股股东及其董事长涉及上述事项进行的专项调查，不会对公司的正常经营活动产生影响。
229,,19:45,【安奈儿业绩快报：上半年净利4541万元 扭亏为盈】安奈儿发布2021年半年度业绩快报，实现营业总收入6.21亿元，同比增长26.37%；净利润4541.36万元，上年同期净亏损1430.65万元；基本每股收益0.27元。
228,,19:47,【上海陆家嘴向全球资管机构伸橄榄枝】为推进上海市浦东新区高水平改革开放，打造社会主义现代化建设引领区，陆家嘴全球资产管理伙伴计划于28日启动，邀请全球知名资产管理机构、综合金融服务商、行业组织等加入，促进各类金融机构务实合作，加强境内外资管业务沟通交流。（新华社）
227,,19:49,波音美股盘前涨超3%，公司Q2营收170亿美元，去年同期为118亿美元；净利润5.67亿美元，去年同期净亏损23.76亿美元。
226,,19:50,设研院：向不特定对象发行可转换公司债券申请获得深圳证券交易所创业板上市委员会审核通过。
225,,19:56,【南京疫情传播链涉5省10地】根据7月28日各地卫健部门公布的信息梳理发现，南京疫情传播链已经涉及5省10地，分别涉及辽宁沈阳、辽宁大连、安徽马鞍山市和县、安徽芜湖、广东中山、广东珠海、四川绵阳市、四川泸州、江苏宿迁市泗阳县、扬州邗江等地。（澎湃）
224,,19:58,【我国微型挖掘机畅销欧美市场 销量大增145%】境外疫情不断反复，海外用户热衷在家里休整花园、房屋，挖掘机因此吃到了“宅经济”的福利。国内某挖掘机经销商表示“微型挖掘机在欧美市场销量同比增长145%，卖得最多的是0.8吨-9吨的机型。”“能干又好看”，定制挖掘机也成为海外客户的个性化需求，三一重工泵送制造管理经理王陶告诉记者：“美国消费者喜欢白色的，俄罗斯消费者喜欢绿色，印度消费者喜欢白色和黄色。”（央视财经）
223,,20:00,上海黄金交易所黄金T+D 7月28日（周三）晚盘盘初下跌0.3%报376.5元/克；上海黄金交易所白银T+D 7月28日（周三）晚盘盘初下跌0.17%报5195.0元/千克。
222,,20:01,【创业板上市委：3家企业首发8月4日上会】创业板上市委：元道通信股份有限公司、固克节能科技股份有限公司、江苏骏成电子科技股份有限公司首发8月4日上会。
221,,20:03,据路透调查：2021年铜市场供需缺口预计为24.3万吨，2022年预计为10万吨。
220,,20:03,德意志银行(DB.N)CEO：有信心2022年营收可能超过250亿欧元。
219,,20:05,【中国龙天集团营运及财政维持稳健 继续停牌】中国龙天集团发布公告，公司的生产、营运及财政状况维持稳健，并将继续专注研发新物料及产品。
218,,20:07,【交通运输部：推动长江三角洲地区高起点、高水平建设辐射全球的航运枢纽】据交通运输部消息，7月28日，交通运输部部长李小鹏主持召开部务会暨部应急工作领导小组会议、部应对新冠肺炎疫情工作领导小组会议。会议指出，推动长江三角洲地区高起点、高水平建设辐射全球的航运枢纽，打造交通运输高质量发展先行区、加快建设交通强国示范引领区、上海国际航运中心升级版，在服务构建新发展格局和国家重大战略实施中当好先行、提供有力支撑。
217,,20:07,波音(BA.N)盘前涨幅扩大至5%，报233.46美元。
216,,20:08,【贵州茅台：向河南省慈善总会捐赠3000万元用于防汛救灾工作】贵州茅台公告，今日公司董事会会议决定，向河南省慈善总会捐赠3000万元用于河南省防汛救灾工作。
215,,20:10,天正电气：股价涨幅异常。公司为下游客户提供配电和电源系统的配套产品，公司自身并未直接从事新能源、通信、轨道交通等业务；业绩预测仅代表券商观点，能否实现预测数据存在不确定性。
214,,20:11,【人行营管部等12部门发布三年行动方案 北京落地绿色货币政策工具】7月28日，人民银行营业管理部等12部门联合印发《进一步完善北京民营和小微企业金融服务体制机制行动方案（2021-2023年）》提出，北京力争在三年内实现小微企业贷款保持较快增速、正常经营的民营和小微企业信贷获得率持续显著提升、综合融资成本稳中有降等目标。（21财经）
213,,20:12,浙江广厦：公司拟通过全国股转系统，采用集合竞价交易和盘后大宗交易相结合的方式购买正蓝节能50.54%股份，交易总对价为1.56亿元。
212,,20:14,【成都两地升级为中风险地区】据国家政务服务小程序消息，截止至2021年7月28日17时，成都两地升级为中风险地区，分别是：青羊区光华街道优品道曦岸和高新区石羊街道都城雅颂居。
211,,20:14,【*ST华讯：深圳中院决定对公司启动预重整】*ST华讯公告，如果法院正式受理对公司的重整申请且公司顺利实施重整并执行完毕重整计划，将有利于优化公司资产负债结构，提升公司持续经营及盈利能力，推动公司回归健康、可持续发展轨道。如重整失败，公司将存在被宣告破产风险。
210,,20:14,【恒瑞医药：已有近10款药品实现中美双获批临床】 近日，恒瑞医药收到国家药监局核准签发的《药物临床试验批准通知书》，批准公司自主研发的长效胰岛素/GLP-1类似物固定比例复方制剂HR17031注射液在国内开展用于治疗2型糖尿病的临床试验。而就在7月初，这款产品刚刚在美国获批临床。截至目前，恒瑞已有近10款药品实现中美双获批临床。
209,,20:15,协创数据：持股4.58%股东金通安益计划清仓减持。
208,,20:16,拓邦股份：中标中国移动2021年至2022年通信用磷酸铁锂电池产品集中采购项目，中标金额约1.75亿元人民币（不含税）。
205,,20:18,7月28日，扬州友好医院发布通告称，该院门诊、急诊及发热门诊今日起暂停接诊。何时恢复接诊，院方暂未公布。
206,,20:18,瑞普生物：公司及公司全资子公司瑞普（保定）生物药业有限公司、公司控股子公司湖南中岸生物药业有限公司近日获得由农业农村部核发的《新兽药注册证书》。
207,,20:18,【岳阳兴长：拟签署《岳阳兴长聚烯烃新材料项目投资协议》】岳阳兴长公告，公司拟于近期与惠州市环大亚湾新区管理委员会、惠东县人民政府签署《岳阳兴长聚烯烃新材料项目投资协议》，该项目计划投资总额12亿元，项目建设周期为18个月，主要建设内容为：30万吨/年特种聚丙烯和15万吨/年改性专用料生产装置及配套设施，项目全面建成达产后将实现年含税销售收入约18亿元，税收约8000万元。
204,,20:19,市场消息：美国食品药品监督管理局授予武田制药的药物TAK-994突破性疗法认定。武田制药盘前涨超1%。
203,,20:20,招行叫停个人外汇期权与贵金属业务，商业银行或将全面取消个人交易类的业务。（21财经）
202,,20:25,【传iPad Air 5会采用全新设计】有消息称，第5代iPad Air将继续采用10.9英寸显示屏，侧面有一个Touch ID按钮，但它将获得一个双镜头相机系统，佩有广角和超广角相机，预计iPad Air将使用OLED技术并采用A15芯片。 (Mac Otakara)
201,,20:26,南京市玄武区将于7月29日（周四）上午8时起开展第三轮全员核酸检测。
200,,20:28,【东山精密：拟15亿元设立子公司 从事IC载板业务】东山精密公告，公司拟投资设立全资子公司专业从事IC载板的研发、设计、生产和销售，投资总额不超过15亿元。
199,,20:29,【利欧股份：拟不超过20亿元进行证券投资】利欧股份(002131)7月28日晚间公告，董事会同意公司及下属子公司使用最高额度不超过20亿元（或投资时点等值外币）的自有资金进行证券投资，授权期限为12个月。
198,,20:30,加拿大6月CPI月率公布 0.3%，前值 0.5%，预期 0.4%。
